customer_id,sales_price,transaction_date
1659856,2595,2001-01-15
1659863,777,2001-02-02
1659870,99,2001-02-24
1659887,234,2001-02-24
1659900,3453,2001-02-24
1659924,1494,2001-02-17
1659948,176,2001-02-07
1660029,817,2001-02-28
1660036,2124,2001-01-22
1660043,234,2001-02-19
1660067,135,2001-01-18
1660081,2805,2000-11-29
1660128,1901,2001-01-22
1660142,1663,2000-11-20
1660203,2069,2001-02-10
1660210,486,2001-02-23
1660234,717,2001-01-11
1660272,838,2000-12-15
1660289,3064,2001-02-20
1660319,734,2001-02-28
1660326,488,2001-02-17
1660371,706,2001-02-15
1660401,1485,2001-02-12
1660418,180,2001-02-05
1660425,370,2001-01-23
1660463,1048,2001-02-18
1660494,308,2001-01-21
1660500,668,2001-02-21
1660517,256,2001-01-13
1660531,258,2001-01-31
1660548,68,2001-02-23
1660562,3325,2001-02-28
1660593,1326,2001-02-18
1660609,218,2001-01-17
1660647,2814,2001-01-22
1660654,876,2001-02-27
1660678,1801,2001-01-22
1660739,1142,2001-02-25
1660746,493,2001-01-30
1660838,6933,2001-02-18
1660852,1745,2001-02-20
1660869,278,2001-02-26
1660920,26,2001-02-22
1660937,2254,2001-01-23
1660944,349,2001-02-14
1660968,2413,2001-02-24
1660982,62,2001-01-30
1660999,733,2001-01-16
1661040,901,2001-02-26
1661118,2209,2001-01-29
1661224,126,2000-11-13
1661248,869,2000-11-26
1661316,3151,2001-01-11
1661347,751,2001-02-14
1661354,551,2001-01-28
1661422,1400,2001-01-02
1661446,227,2001-02-24
1661453,856,2000-11-16
1661545,350,2001-02-17
1661569,819,2001-02-18
1661583,325,2001-02-05
1661606,349,2001-02-28
1661620,407,2000-12-26
1661644,1695,2001-01-30
1661668,464,2001-02-23
1661699,1120,2001-01-22
1661729,2882,2001-02-16
1661736,743,2001-02-14
1661743,119,2000-11-05
1661774,1869,2000-11-07
1661781,6654,2001-01-21
1661798,842,2000-12-12
1661859,317,2001-02-25
1661958,140,2000-11-26
1661996,544,2001-01-22
1662047,788,2001-02-07
1662061,225,2001-01-22
1662122,1145,2001-02-22
1662153,897,2000-12-18
1662184,2926,2001-01-15
1662306,644,2001-01-23
1662313,43,2000-11-28
1662337,1075,2001-02-16
1662344,2052,2000-12-10
1662375,592,2001-02-14
1662399,1345,2001-02-24
1662436,647,2001-02-10
1662443,3202,2001-02-25
1662498,630,2000-11-25
1662504,913,2001-02-01
1662511,339,2000-12-10
1662528,481,2001-01-23
1662542,403,2001-02-13
1662627,513,2001-01-22
1662665,1262,2001-02-16
1662672,212,2001-01-30
1662689,1146,2001-02-08
1662757,2124,2001-01-14
1662764,362,2001-02-24
1662771,1191,2001-01-08
1662801,570,2000-12-30
1662825,698,2001-01-14
1662863,494,2001-02-17
1662870,236,2001-02-24
1662917,854,2001-02-27
1662993,1335,2001-01-17
1663013,2649,2001-02-17
1663044,673,2000-12-12
1663068,1645,2001-02-18
1663204,3297,2001-02-04
1663266,714,2001-02-14
1663334,1663,2001-01-01
1663358,308,2000-11-16
1663365,625,2001-02-25
1663372,397,2001-01-28
1663389,127,2001-01-13
1663402,602,2001-02-17
1663419,816,2000-11-04
1663433,695,2000-12-13
1663495,1538,2001-01-30
1663518,344,2001-02-19
1663532,249,2001-02-18
1663549,2657,2000-12-27
1663556,306,2001-02-14
1663648,2146,2001-02-10
1663655,356,2001-02-25
1663730,1264,2000-12-05
1663792,120,2000-12-17
1663815,404,2001-02-23
1663839,2457,2001-02-07
1663853,1390,2000-12-07
1663860,393,2001-01-26
1663907,3041,2000-12-08
1663990,757,2001-02-20
1664010,430,2001-01-29
1664058,26,2001-02-23
1664140,181,2001-02-25
1664218,401,2001-02-15
1664256,1501,2001-01-30
1664287,6525,2001-01-22
1664317,695,2000-12-10
1664331,152,2001-01-27
1664362,703,2001-01-28
1664379,201,2001-02-23
1664386,267,2001-02-22
1664416,189,2001-02-21
1664454,135,2001-02-17
1664492,130,2001-02-21
1664546,84,2001-02-21
1664560,26,2001-02-21
1664638,2110,2000-11-04
1664898,270,2001-02-10
1664935,922,2001-02-20
1664942,2619,2001-02-24
1664997,882,2001-02-05
1665000,440,2001-02-24
1665031,884,2001-02-27
1665239,26,2001-02-23
1665277,2275,2001-02-01
1665307,1782,2001-02-27
1665314,605,2000-11-08
1665352,1157,2001-02-05
1665369,466,2000-11-08
1665383,1114,2001-02-19
1665420,902,2000-12-03
1665475,4650,2001-01-28
1665499,1028,2001-02-04
1665505,281,2001-02-14
1665543,26,2001-02-21
1665550,1802,2001-02-04
1665598,1139,2000-12-11
1665611,1024,2000-11-15
1665628,472,2001-01-01
1665697,595,2001-02-25
1665710,441,2000-12-10
1665727,406,2001-01-20
1665741,333,2001-01-27
1665765,482,2001-02-03
1665789,75,2001-02-22
1665840,135,2001-02-22
1665895,1826,2001-01-19
1665918,185,2001-02-21
1665970,211,2000-11-04
1666007,1070,2001-01-27
1666052,472,2001-02-23
1666120,1361,2001-01-20
1666199,91,2001-01-21
1666212,316,2001-02-10
1666229,338,2001-02-05
1666311,1000,2001-01-10
1666397,815,2001-01-13
1666403,1781,2001-01-16
1666410,278,2001-02-24
1666441,435,2001-02-22
1666465,1562,2001-02-20
1666502,1534,2001-01-28
1666519,2873,2001-02-02
1666526,601,2001-01-30
1666588,2409,2001-02-15
1666595,119,2000-11-27
1666649,953,2001-02-21
1666656,254,2001-01-18
1666687,1373,2001-02-27
1666724,1163,2000-11-11
1666755,236,2001-01-30
1666793,214,2001-02-12
1666816,819,2001-02-24
1666830,73,2001-01-22
1666847,2158,2001-02-19
1666878,1037,2001-02-15
1666908,695,2001-02-23
1666977,197,2001-02-26
1667042,522,2001-02-23
1667066,984,2000-11-26
1667103,408,2001-02-20
1667332,1547,2001-01-08
1667417,331,2001-02-05
1667462,3953,2000-12-01
1667479,537,2001-01-15
1667523,239,2001-01-19
1667547,258,2001-02-15
1667578,1827,2001-02-27
1667677,1788,2001-02-27
1667684,1202,2001-02-26
1667721,1296,2001-02-16
1667790,13,2001-02-22
1667837,441,2000-12-28
1667844,140,2001-02-10
1667943,26,2001-02-23
1667998,702,2001-02-12
1668056,35,2001-01-25
1668117,539,2001-02-23
1668162,1268,2000-12-27
1668209,204,2001-02-14
1668223,103,2000-11-26
1668278,753,2001-02-16
1668285,1393,2001-01-27
1668346,645,2000-12-30
1668452,371,2000-12-10
1668469,414,2001-02-03
1668490,1757,2001-02-05
1668551,1287,2001-01-02
1668629,2219,2001-02-23
1668636,89,2000-12-16
1668674,4236,2001-02-03
1668704,1277,2001-02-19
1668711,452,2001-01-22
1668773,377,2001-02-19
1668797,618,2001-02-25
1668803,310,2001-02-27
1668810,4292,2001-02-02
1668827,1352,2001-01-21
1668841,197,2001-02-10
1668872,19,2000-12-15
1668940,1655,2001-02-03
1668957,1276,2001-01-17
1668964,1703,2000-12-08
1669008,53,2001-01-31
1669060,1014,2001-01-26
1669091,367,2000-11-11
1669107,26,2001-02-21
1669121,1142,2001-02-25
1669138,1057,2001-02-24
1669237,269,2001-02-25
1669244,686,2001-02-27
1669251,2127,2001-01-14
1669282,1805,2001-02-20
1669305,915,2001-02-06
1669312,309,2001-02-26
1669336,109,2001-02-03
1669381,547,2001-02-09
1669398,1138,2001-01-09
1669428,782,2000-11-20
1669466,629,2001-02-24
1669480,1777,2001-02-26
1669497,2266,2000-11-25
1669503,296,2001-02-05
1669572,788,2001-02-25
1669589,667,2001-02-18
1669671,616,2001-02-06
1669688,2777,2001-02-11
1669695,622,2001-02-25
1669749,442,2000-12-28
1669879,74,2001-02-14
1669886,2556,2001-01-01
1669893,258,2000-12-14
1669916,342,2001-02-12
1669923,2045,2000-12-08
1669930,750,2001-02-27
1669961,276,2001-02-26
1669978,2280,2000-11-19
1669985,3660,2001-01-30
1669992,3670,2001-01-29
1670066,338,2001-01-15
1670097,1405,2001-02-11
1670127,958,2001-01-18
1670233,4493,2001-02-03
1670257,2132,2000-12-31
1670370,374,2001-01-02
1670387,6244,2001-02-16
1670424,455,2001-02-23
1670448,69,2001-02-24
1670479,49,2001-01-22
1670486,1811,2001-01-20
1670493,350,2001-02-12
1670547,81,2001-02-16
1670578,18,2000-12-09
1670653,2276,2001-01-21
1670684,388,2001-02-27
1670868,1117,2001-01-15
1670899,446,2001-02-16
1670905,661,2001-02-27
1670943,147,2001-02-19
1670950,1607,2001-02-04
1670967,602,2001-02-15
1670981,527,2001-02-19
1671049,739,2001-02-16
1671063,139,2001-02-25
1671087,4353,2000-11-11
1671094,1022,2000-12-07
1671162,407,2000-12-30
1671186,289,2001-02-27
1671247,806,2001-01-17
1671261,4188,2001-02-06
1671285,1094,2001-02-13
1671315,426,2001-02-17
1671322,663,2000-12-30
1671353,1103,2001-01-13
1671391,727,2001-01-21
1671421,945,2001-02-07
1671438,1916,2000-11-06
1671452,766,2001-02-09
1671513,1205,2000-11-14
1671544,3966,2001-01-14
1671551,246,2001-02-15
1671636,1251,2001-02-15
1671650,801,2001-01-11
1671704,365,2001-01-13
1671728,85,2001-01-22
1671735,1991,2001-02-17
1671742,3491,2001-02-24
1671810,984,2000-12-09
1671872,623,2001-01-13
1671896,1215,2000-11-02
1671919,560,2001-01-01
1671940,808,2001-01-21
1672015,334,2000-11-08
1672060,988,2001-02-10
1672077,132,2001-02-03
1672107,99,2001-01-13
1672145,1499,2001-02-20
1672190,671,2000-11-04
1672220,212,2001-02-12
1672275,319,2001-02-27
1672282,1276,2001-02-10
1672336,441,2001-01-21
1672367,209,2001-02-08
1672381,290,2001-02-03
1672435,1530,2001-01-18
1672466,1314,2001-01-22
1672473,590,2001-02-05
1672503,156,2001-02-24
1672534,802,2001-01-14
1672558,160,2001-02-01
1672572,1937,2001-02-09
1672589,788,2001-01-19
1672596,3572,2000-12-03
1672695,867,2001-01-28
1672718,320,2001-01-30
1672732,232,2001-02-16
1672756,59,2001-02-27
1672794,596,2000-12-27
1672800,407,2001-02-25
1672831,1452,2000-12-27
1672848,2010,2000-12-17
1672855,819,2000-12-26
1672916,1179,2000-11-12
1672954,642,2001-02-11
1672978,107,2001-01-18
1673005,232,2001-01-18
1673081,1314,2001-01-11
1673098,681,2001-01-11
1673142,1617,2000-11-26
1673166,1497,2001-02-11
1673203,382,2000-11-21
1673227,274,2000-11-30
1673234,552,2001-02-15
1673333,3060,2001-02-25
1673401,213,2001-02-27
1673425,2950,2001-02-13
1673470,591,2001-01-16
1673524,1157,2001-02-17
1673579,16,2000-12-26
1673593,1055,2001-02-24
1673630,242,2001-02-08
1673654,87,2000-11-21
1673661,855,2001-02-11
1673678,2168,2001-02-23
1673739,571,2001-02-14
1673807,1770,2001-02-20
1673814,975,2001-02-16
1673852,689,2001-02-27
1673913,359,2001-02-11
1673944,1615,2000-12-14
1673999,377,2000-11-18
1674002,225,2001-02-05
1674064,1477,2001-02-22
1674101,415,2001-02-25
1674149,221,2001-02-03
1674163,187,2001-02-26
1674200,256,2001-02-14
1674316,678,2001-02-18
1674330,1035,2001-02-26
1674347,1082,2000-11-27
1674385,2247,2001-02-16
1674392,26,2001-02-22
1674408,3046,2000-11-05
1674439,354,2001-01-26
1674446,214,2001-02-17
1674453,400,2001-02-09
1674514,1834,2001-02-11
1674521,104,2001-01-16
1674569,1069,2001-02-05
1674620,98,2001-02-27
1674675,2301,2001-02-23
1674729,2000,2001-02-11
1674767,31,2001-02-26
1674828,771,2001-01-11
1674880,222,2001-02-20
1674910,26,2001-02-23
1674965,597,2000-12-04
1674989,310,2001-02-19
1674996,19,2000-12-15
1675054,1196,2001-01-11
1675108,1462,2001-02-13
1675122,154,2000-12-26
1675184,921,2001-02-24
1675207,1118,2001-01-08
1675214,236,2001-02-09
1675238,803,2001-02-25
1675276,68,2001-02-01
1675306,536,2001-02-20
1675313,923,2001-01-19
1675337,287,2000-12-29
1675351,392,2001-01-18
1675382,88,2001-02-03
1675412,225,2001-01-14
1675429,26,2001-02-21
1675498,89,2001-02-27
1675528,497,2001-02-21
1675580,479,2000-12-12
1675603,1051,2001-02-15
1675627,516,2001-01-23
1675665,156,2001-02-24
1675696,1902,2001-02-11
1675702,148,2000-11-11
1675832,1478,2001-02-17
1675962,278,2001-02-26
1675986,1119,2001-02-27
1676044,701,2001-02-25
1676051,184,2001-02-27
1676075,393,2000-11-14
1676112,79,2001-02-10
1676136,99,2001-02-21
1676143,1441,2000-11-20
1676181,1080,2001-01-14
1676266,384,2000-12-31
1676297,921,2001-01-27
1676358,2988,2001-02-04
1676389,559,2001-02-25
1676440,397,2001-02-22
1676501,390,2001-02-23
1676525,162,2001-02-07
1676556,457,2001-02-24
1676648,878,2001-02-03
1676655,416,2001-02-26
1676730,26,2001-02-23
1676754,237,2000-12-30
1676778,409,2000-11-25
1676839,504,2001-02-04
1676860,560,2001-02-20
1676877,328,2001-02-23
1676921,136,2001-02-19
1676938,342,2001-01-22
1676945,297,2001-02-27
1677034,1018,2000-12-08
1677058,530,2001-02-13
1677065,203,2001-02-21
1677096,749,2001-01-18
1677102,541,2001-01-10
1677201,312,2001-02-27
1677249,1715,2001-02-15
1677287,299,2001-02-07
1677317,404,2001-01-19
1677379,125,2000-11-06
1677386,1735,2001-02-26
1677607,29,2000-12-07
1677676,906,2001-02-16
1677683,1515,2001-02-25
1677768,123,2001-02-22
1677812,73,2001-02-23
1677874,1652,2001-02-05
1677911,4636,2001-02-16
1677935,26,2001-02-19
1677959,307,2001-01-23
1677966,89,2001-01-14
1677980,693,2001-02-04
1678017,1786,2001-02-12
1678055,409,2001-01-01
1678062,146,2001-02-26
1678086,2582,2000-12-17
1678130,875,2000-11-02
1678147,1970,2001-02-16
1678161,1732,2001-02-22
1678277,2492,2001-02-04
1678284,568,2000-11-29
1678291,738,2000-11-15
1678345,75,2000-12-17
1678420,216,2001-01-01
1678444,854,2000-11-11
1678475,368,2001-01-28
1678499,2200,2000-12-17
1678550,418,2001-02-24
1678581,4891,2001-01-13
1678697,1045,2001-02-18
1679106,30,2000-11-11
1679120,2080,2001-01-20
1679168,259,2001-02-13
1679182,803,2001-02-15
1679205,162,2000-11-30
1679243,342,2001-02-23
1679281,96,2001-02-14
1679335,352,2001-01-15
1679342,325,2001-02-25
1679403,2047,2000-12-11
1679434,700,2001-02-20
1679489,129,2001-02-26
1679601,598,2001-02-21
1679656,825,2001-01-31
1679663,563,2001-02-22
1679700,803,2001-02-15
1679717,1023,2001-02-21
1679762,956,2001-01-21
1679809,1229,2001-02-25
1679823,438,2001-01-22
1679847,230,2001-02-16
1679854,1040,2000-12-09
1679861,4400,2001-01-01
1679878,245,2000-12-26
1679915,52,2001-01-18
1679953,871,2001-01-12
1680065,4739,2001-01-18
1680089,1471,2001-01-28
1680119,901,2000-12-31
1680195,617,2001-02-21
1680201,1331,2001-01-21
1680218,442,2001-02-23
1680232,2372,2001-01-14
1680263,614,2000-12-17
1680294,1272,2000-11-11
1680317,116,2000-11-27
1680324,148,2000-12-09
1680355,833,2001-01-14
1680362,2807,2001-02-17
1680386,674,2001-02-20
1680409,5472,2000-12-18
1680478,1348,2001-02-04
1680485,175,2001-02-19
1680492,1977,2001-01-08
1680539,270,2001-02-21
1680560,1490,2001-02-18
1680584,1233,2001-01-27
1680652,1013,2001-02-10
1680683,30,2001-02-26
1680713,138,2000-11-23
1680720,620,2001-02-06
1680737,1362,2001-02-25
1680744,2113,2000-11-28
1680768,2798,2001-02-08
1680775,663,2001-02-24
1680782,846,2000-11-12
1680843,318,2001-02-25
1680881,132,2001-02-07
1680898,784,2001-01-18
1680928,661,2001-02-27
1680935,620,2001-02-27
1680966,255,2000-12-26
1681086,944,2000-11-10
1681123,137,2001-02-22
1681192,553,2001-02-27
1681208,492,2001-02-21
1681215,501,2001-01-31
1681222,335,2000-12-01
1681314,1193,2001-01-18
1681352,70,2000-11-07
1681376,1000,2000-11-23
1681413,20,2001-02-26
1681475,141,2001-02-13
1681512,218,2000-12-02
1681536,486,2001-02-19
1681550,1165,2001-02-20
1681574,557,2001-01-19
1681628,216,2001-01-22
1681635,986,2000-12-18
1681680,1130,2000-11-24
1681734,568,2001-02-08
1681796,415,2001-02-11
1681826,155,2001-02-19
1681895,1334,2001-01-20
1681918,679,2001-02-07
1681970,369,2001-02-03
1681994,84,2001-02-13
1682007,167,2001-02-24
1682076,960,2001-02-23
1682083,772,2000-11-02
1682090,976,2001-02-16
1682113,527,2000-12-03
1682151,430,2000-11-30
1682199,271,2000-11-24
1682205,437,2000-11-25
1682281,1132,2001-02-24
1682366,1402,2001-02-18
1682403,813,2000-11-13
1682434,930,2001-01-12
1682441,161,2001-01-21
1682519,187,2000-12-10
1682533,184,2001-02-23
1682571,378,2001-01-12
1682588,58,2000-12-27
1682618,360,2001-01-31
1682656,55,2001-02-20
1682694,5146,2001-02-15
1682724,792,2001-02-25
1682748,2999,2001-02-04
1682762,135,2001-01-25
1682809,24,2001-01-13
1682861,409,2001-02-19
1682885,234,2001-01-24
1682908,458,2000-12-27
1682915,66,2001-02-21
1682939,527,2001-02-25
1682953,1143,2001-01-18
1683011,939,2001-02-06
1683059,351,2001-02-25
1683080,2776,2001-02-24
1683189,399,2001-02-11
1683196,1196,2001-02-09
1683233,522,2000-12-02
1683288,125,2001-02-23
1683295,30,2000-11-12
1683301,868,2001-01-18
1683363,1808,2000-12-15
1683370,4214,2001-02-19
1683394,1734,2001-02-11
1683530,419,2001-02-20
1683547,58,2001-02-25
1683592,1845,2000-12-08
1683608,541,2001-02-17
1683615,145,2001-02-11
1683639,3957,2000-12-31
1683653,152,2001-01-19
1683660,1890,2001-01-08
1683691,1558,2001-01-21
1683714,65,2001-01-16
1683769,224,2000-12-02
1683790,1241,2001-01-20
1683844,557,2001-02-24
1683851,741,2001-02-21
1683912,3082,2001-02-10
1683950,703,2000-11-19
1683974,691,2001-01-25
1683998,152,2000-12-13
1684001,98,2001-02-24
1684032,3207,2000-11-11
1684049,3017,2000-11-26
1684094,112,2001-01-25
1684100,410,2001-02-21
1684124,572,2000-11-21
1684155,2321,2000-12-17
1684179,199,2001-01-18
1684193,404,2001-01-25
1684223,1865,2001-02-11
1684254,1053,2000-12-08
1684261,509,2001-01-31
1684308,342,2001-02-19
1684339,1452,2001-02-04
1684414,691,2000-11-12
1684421,301,2001-02-03
1684452,58,2001-02-17
1684469,411,2001-02-03
1684476,1001,2000-12-17
1684490,1606,2001-02-25
1684506,1076,2000-12-26
1684520,1822,2001-01-28
1684582,374,2001-02-24
1684681,1150,2000-12-17
1684704,1107,2001-01-21
1684728,295,2001-02-12
1684759,1463,2000-12-03
1684797,931,2001-01-20
1684803,1312,2001-02-10
1684810,6670,2000-11-27
1684865,298,2001-02-27
1684896,3847,2000-11-28
1684957,717,2001-02-18
1684971,184,2001-02-15
1684988,2462,2001-02-18
1685022,457,2001-02-25
1685039,119,2001-01-23
1685053,95,2001-02-23
1685060,320,2001-01-15
1685084,229,2001-02-14
1685145,206,2001-02-11
1685268,442,2001-02-09
1685305,1352,2000-11-06
1685497,208,2001-02-13
1685541,139,2000-11-21
1685565,1089,2001-01-08
1685640,269,2000-12-31
1685701,1779,2000-12-08
1685732,1325,2001-01-21
1685824,969,2001-01-13
1685862,3011,2001-02-28
1685886,280,2001-02-25
1685923,221,2000-12-04
1685961,2041,2001-01-16
1685985,2000,2001-01-20
1686067,261,2001-02-25
1686166,404,2001-02-25
1686180,861,2001-02-11
1686197,2475,2001-01-24
1686210,1186,2001-01-21
1686234,483,2000-12-17
1686302,3463,2000-12-12
1686326,831,2001-02-06
1686340,941,2000-12-31
1686388,933,2001-02-14
1686401,1674,2000-11-22
1686470,514,2001-01-21
1686531,835,2001-02-21
1686562,1039,2001-01-22
1686616,624,2000-12-14
1686623,933,2001-02-11
1686685,413,2001-02-02
1686722,190,2000-12-01
1686791,487,2000-12-31
1686821,154,2001-01-30
1687026,293,2001-02-25
1687088,278,2001-02-28
1687156,1256,2000-11-15
1687187,641,2001-02-20
1687224,780,2001-02-08
1687231,1038,2001-01-27
1687262,3567,2001-02-28
1687279,746,2001-02-20
1687293,192,2001-02-15
1687316,556,2001-01-17
1687354,224,2000-12-28
1687378,854,2001-02-08
1687439,1138,2001-01-20
1687446,3094,2001-02-10
1687477,278,2001-02-26
1687484,285,2000-11-14
1687569,332,2001-01-01
1687644,630,2001-01-28
1687651,904,2001-01-13
1687675,670,2001-01-23
1687682,113,2000-12-16
1687705,1713,2001-02-24
1687804,803,2001-02-23
1687811,580,2001-02-28
1687828,99,2001-01-19
1687842,985,2001-02-18
1687903,4981,2001-02-03
1687941,218,2001-02-26
1688030,77,2001-02-27
1688047,194,2001-01-26
1688092,158,2001-02-23
1688108,1944,2001-02-18
1688115,1420,2001-01-19
1688122,1447,2000-11-11
1688139,1319,2000-12-29
1688207,593,2001-02-04
1688252,878,2001-02-18
1688269,278,2001-02-25
1688283,1106,2001-01-11
1688290,1242,2001-01-21
1688306,119,2001-01-21
1688313,1575,2001-02-25
1688368,2925,2001-02-26
1688375,901,2000-11-05
1688429,1360,2001-01-18
1688436,2979,2001-01-14
1688450,1521,2001-02-18
1688467,917,2001-02-20
1688498,3484,2001-02-25
1688528,158,2000-12-18
1688535,1265,2000-11-26
1688542,643,2001-02-25
1688559,396,2001-02-28
1688665,153,2001-02-03
1688689,387,2001-02-26
1688696,1052,2001-02-21
1688788,441,2001-02-03
1688962,891,2000-12-09
1688979,18,2000-11-14
1689013,279,2001-01-26
1689037,596,2001-02-18
1689068,401,2001-02-18
1689358,258,2000-11-15
1689587,2429,2001-01-18
1689594,659,2001-01-18
1689648,414,2001-02-22
1689662,340,2001-01-23
1689679,1296,2001-02-16
1689693,664,2001-02-24
1689716,503,2001-02-16
1689723,118,2001-01-31
1689778,529,2001-01-18
1689785,917,2001-02-05
1689921,481,2001-02-21
1689945,71,2001-02-28
1689952,2294,2001-02-25
1689983,1272,2001-02-13
1690002,500,2001-01-14
1690026,802,2001-01-13
1690033,253,2000-12-29
1690040,1418,2001-02-25
1690064,1120,2000-12-02
1690187,2778,2001-01-17
1690200,1675,2001-02-28
1690286,696,2001-02-21
1690323,2611,2001-01-22
1690378,671,2001-02-24
1690385,187,2001-02-24
1690538,1879,2000-12-05
1690545,719,2001-02-15
1690569,1237,2001-02-25
1690606,2050,2001-01-19
1690644,654,2001-02-09
1690651,1183,2001-01-14
1690699,1179,2001-02-05
1690736,1191,2001-02-05
1690743,1304,2001-02-12
1690781,4949,2001-02-18
1690859,986,2001-02-27
1690897,4996,2001-02-26
1690972,566,2000-11-26
1690989,644,2001-02-13
1691016,504,2001-02-10
1691061,2423,2000-11-05
1691108,552,2001-02-10
1691122,416,2001-02-26
1691184,852,2001-02-24
1691221,717,2001-02-07
1691238,570,2000-12-11
1691245,340,2001-01-21
1691283,1632,2000-12-10
1691337,851,2001-02-18
1691351,7167,2001-01-19
1691375,1671,2001-02-02
1691405,168,2001-02-15
1691450,1975,2001-02-11
1691467,515,2001-02-18
1691511,137,2001-02-04
1691559,5603,2001-02-25
1691573,180,2000-11-12
1691580,956,2000-11-02
1691610,110,2001-02-14
1691634,354,2001-02-25
1691672,666,2001-01-16
1691740,847,2001-02-26
1691795,895,2001-02-11
1691801,1486,2001-01-22
1691849,558,2000-11-12
1691856,631,2001-02-28
1691863,170,2001-02-03
1691887,2096,2001-02-23
1691894,454,2001-02-10
1691900,857,2001-02-15
1691917,757,2001-02-27
1691924,731,2001-02-26
1691948,117,2001-02-22
1691955,1573,2001-01-26
1691962,1602,2001-01-22
1691979,417,2001-01-01
1691993,93,2001-02-27
1692037,4287,2001-02-21
1692051,245,2000-11-26
1692068,26,2001-02-19
1692075,81,2001-02-22
1692136,834,2001-02-27
1692167,2203,2000-11-18
1692235,477,2001-02-26
1692242,1095,2001-02-02
1692280,350,2001-02-13
1692310,839,2001-02-28
1692334,2433,2000-11-05
1692341,513,2001-02-26
1692358,27,2000-11-13
1692396,1292,2001-02-24
1692440,168,2000-11-04
1692471,415,2001-01-31
1692488,250,2001-02-09
1692501,2350,2001-01-16
1692549,461,2001-01-26
1692556,1930,2001-01-31
1692563,1661,2000-11-12
1692587,1560,2001-02-26
1692594,686,2000-11-19
1692600,1005,2001-02-09
1692631,282,2001-02-28
1692655,732,2001-01-08
1692754,26,2001-02-22
1692839,1830,2001-02-24
1692846,166,2000-11-30
1692853,800,2000-11-20
1692860,1674,2000-11-22
1692877,2228,2001-02-24
1692891,759,2001-01-25
1692921,5561,2001-02-11
1692938,1881,2000-12-12
1692983,610,2000-12-07
1692990,509,2001-01-17
1693041,1538,2001-02-14
1693058,1863,2000-12-10
1693065,502,2000-11-16
1693089,541,2001-02-26
1693119,588,2001-02-21
1693126,1899,2001-02-09
1693157,951,2000-12-16
1693188,52,2001-02-14
1693195,2555,2001-01-13
1693249,296,2001-02-03
1693287,132,2001-02-20
1693324,377,2000-12-30
1693362,505,2000-12-12
1693393,318,2001-02-07
1693409,233,2000-11-25
1693423,116,2000-12-30
1693478,1076,2001-02-26
1693492,749,2001-02-25
1693539,1743,2000-12-16
1693546,789,2000-12-31
1693584,699,2001-02-13
1693607,1127,2001-02-23
1693706,1934,2001-01-28
1693720,175,2001-01-20
1693751,207,2001-02-12
1693775,1657,2001-02-24
1693782,2139,2000-11-10
1693799,639,2001-01-21
1693812,2533,2001-02-21
1693836,597,2001-01-23
1693928,249,2001-02-26
1693935,790,2001-02-25
1693942,1360,2001-02-10
1693959,359,2000-12-12
1694024,189,2001-01-31
1694055,258,2001-02-05
1694093,264,2001-02-10
1694109,243,2001-02-19
1694130,2932,2001-02-27
1694178,13515,2001-01-13
1694215,1375,2001-01-17
1694239,1392,2001-02-28
1694246,1013,2000-11-15
1694253,3657,2001-02-25
1694284,317,2001-02-26
1694352,743,2000-12-31
1694376,1191,2001-01-20
1694420,1500,2001-02-07
1694444,1085,2001-01-17
1694529,548,2001-01-31
1694550,2050,2000-12-09
1694581,866,2001-02-28
1694598,2419,2001-02-27
1694611,2094,2000-12-12
1694741,1735,2000-11-14
1694772,278,2001-02-21
1694789,700,2001-01-23
1694796,573,2001-02-02
1694949,1842,2001-02-23
1694963,559,2001-01-23
1694970,594,2001-02-25
1694994,3539,2001-01-21
1695007,210,2001-02-28
1695014,1575,2000-11-21
1695137,1952,2000-11-20
1695205,335,2000-12-02
1695236,284,2001-02-11
1695243,3597,2001-02-18
1695267,112,2000-12-15
1695274,119,2000-11-11
1695328,3190,2000-12-07
1695335,98,2001-02-20
1695366,239,2001-02-14
1695380,1634,2001-01-11
1695397,225,2001-02-22
1695410,274,2001-02-18
1695496,257,2001-01-21
1695533,869,2001-02-10
1695557,1971,2001-02-11
1695595,989,2000-12-01
1695649,251,2000-12-31
1695656,1090,2001-02-06
1695663,784,2001-02-23
1695694,432,2001-02-18
1695816,508,2001-01-14
1695823,2683,2001-02-25
1695830,1305,2001-01-09
1695847,615,2001-01-28
1695854,2707,2001-01-22
1695878,1587,2001-01-31
1695953,505,2001-02-24
1695960,998,2001-02-21
1695991,198,2001-02-18
1696042,1324,2001-01-19
1696059,1304,2000-11-26
1696066,885,2001-02-26
1696097,1941,2000-12-26
1696103,2993,2001-02-28
1696165,1160,2001-01-08
1696189,1780,2001-02-22
1696240,2489,2001-02-21
1696288,504,2001-02-07
1696318,324,2001-01-01
1696387,5247,2001-01-18
1696394,5457,2001-02-12
1696448,1033,2001-02-12
1696486,876,2001-02-11
1696509,1320,2001-02-19
1696523,461,2001-01-29
1696530,1136,2001-02-03
1696561,258,2000-11-17
1696592,1499,2001-01-08
1696714,591,2001-02-25
1696820,333,2000-12-03
1696844,242,2001-01-26
1696868,637,2000-12-16
1696875,989,2001-01-18
1696974,1681,2000-12-13
1697001,1868,2001-02-19
1697063,772,2001-01-27
1697070,1181,2001-01-31
1697094,1730,2001-02-18
1697124,922,2001-02-03
